embed_dim,window,lr,share,epoch,loss,ppl,type
100,2,0.001,False,17,6.514444949580174,674.819298819323,eval
100,2,0.001,False,17,6.435158170502762,623.3811755801022,test
100,2,0.001,False,18,5.771387661917735,320.9828394095748,train
100,2,0.001,False,18,6.527023493074903,683.3611521334578,eval
100,2,0.001,False,18,6.447635963045317,631.208327800754,test
100,2,0.001,False,19,5.741213895506778,311.4422399482488,train
100,2,0.001,False,19,6.539918712541168,692.2303061069119,eval
100,2,0.001,False,19,6.4604198357154585,639.329413554441,test
100,2,0.001,False,20,5.712398581585641,302.59599972445875,train
100,2,0.001,False,20,6.553061466591031,701.3881666997271,eval
100,2,0.001,False,20,6.473420521308636,647.6953981854194,test
100,2,0.001,False,21,5.684861724659548,294.3771371375426,train
100,2,0.001,False,21,6.5663888033698585,710.7983702009872,eval
100,2,0.001,False,21,6.486576129650247,656.2725200936662,test
100,2,0.001,False,22,5.658527083316092,286.72600785892854,train
100,2,0.001,False,22,6.579845540663776,720.4280438173989,eval
100,2,0.001,False,22,6.499843276780227,665.0373980742597,test
100,2,0.001,False,23,5.633332414142156,279.5922842040512,train
100,2,0.001,False,23,6.5933890716702335,730.2515557279975,eval
100,2,0.001,False,23,6.513195029620467,673.9763556240396,test
100,2,0.001,False,24,5.609217381073257,272.93055378192855,train
100,2,0.001,False,24,6.606985316557043,740.248038025747,eval
100,2,0.001,False,24,6.5265840333083585,683.0609083784327,test
100,2,0.001,False,25,5.586117623216015,266.6981843200604,train
100,2,0.001,False,25,6.620602028042662,750.3967210222897,eval
100,2,0.001,False,25,6.539965160961809,692.2624598580896,test
100,2,0.001,False,26,5.563972824710911,260.85712006117996,train
100,2,0.001,False,26,6.634212624792959,760.679889479962,eval
100,2,0.001,False,26,6.553309942113942,701.5624661448875,test
100,2,0.001,False,27,5.542734049134335,255.37525435274537,train
100,2,0.001,False,27,6.647786813623765,771.075901022385,eval
100,2,0.001,False,27,6.566598588022693,710.9475004323849,test
100,2,0.001,False,28,5.522352873268774,250.22308832926223,train
100,2,0.001,False,28,6.661296638787961,781.5636861908295,eval
100,2,0.001,False,28,6.579811836111134,720.4037625216693,test
100,2,0.001,False,29,5.502782227629322,245.3736688522588,train
100,2,0.001,False,29,6.674723148345947,792.1281215349331,eval
100,2,0.001,False,29,6.592936828218657,729.9213789096954,test
100,2,0.001,False,30,5.483971648297067,240.80118831779828,train
100,2,0.001,False,30,6.6880554311415725,802.75971186628,eval
100,2,0.001,False,30,6.6059687302030365,739.4958943459858,test
100,2,0.001,False,31,5.465878551289187,236.48352677771894,train
100,2,0.001,False,31,6.7012702437008125,813.4384342432079,eval
100,2,0.001,False,31,6.618902716143378,749.1226457772761,test
100,2,0.001,False,32,5.448468551797382,232.4019816413296,train
100,2,0.001,False,32,6.7143481946459005,824.1464087482681,eval
100,2,0.001,False,32,6.631725229065994,758.7901288389035,test
100,2,0.001,False,33,5.431707867121292,228.53922694252617,train
100,2,0.001,False,33,6.727292612487195,834.8838492555327,eval
100,2,0.001,False,33,6.64442122393641,768.4851380897463,test
100,2,0.001,False,34,5.41556790723639,224.88022052600715,train
100,2,0.001,False,34,6.740099439433977,845.6448221126786,eval
100,2,0.001,False,34,6.656973444182297,778.1921274821216,test
100,2,0.001,False,35,5.40002259561571,221.41141907500472,train
100,2,0.001,False,35,6.752764281104593,856.4228870726156,eval
100,2,0.001,False,35,6.669368620576529,787.8979848103554,test
100,2,0.001,False,36,5.385040020538589,218.11883316597735,train
100,2,0.001,False,36,6.765280592675302,867.209506289763,eval
100,2,0.001,False,36,6.681602543797986,797.5962713486406,test
100,2,0.001,False,37,5.370598029282133,214.99140042019894,train
100,2,0.001,False,37,6.777641679726395,877.9956855987429,eval
100,2,0.001,False,37,6.693660990945224,807.272265316998,test
100,2,0.001,False,38,5.356672937587156,212.0183733341423,train
100,2,0.001,False,38,6.789852712668624,888.7826457656668,eval
100,2,0.001,False,38,6.705550851493046,816.9279083500483,test
100,2,0.001,False,39,5.343232207379098,209.1877569676628,train
100,2,0.001,False,39,6.801909886154474,899.5637163276904,eval
100,2,0.001,False,39,6.717263879447148,826.5528664374946,test
100,2,0.0001,False,0,8.284529871859792,3962.101605213142,train
100,2,0.0001,False,0,7.850932139976352,2568.1270553705886,eval
100,2,0.0001,False,0,7.77072784818452,2370.195803399108,test
100,2,0.0001,False,1,7.463427672951909,1743.1126492538572,train
100,2,0.0001,False,1,7.253319833792892,1412.787290428116,eval
100,2,0.0001,False,1,7.161065849764594,1288.2833178689427,test
100,2,0.0001,False,2,7.250520807201579,1408.838390350655,train
100,2,0.0001,False,2,7.059444988475127,1163.799064599102,eval
100,2,0.0001,False,2,6.971393527655766,1065.7068081703783,test
100,2,0.0001,False,3,7.127538357750844,1245.8064594035354,train
100,2,0.0001,False,3,6.944424900354123,1037.3502458675134,eval
100,2,0.0001,False,3,6.860936345725224,954.2601667289739,test
100,2,0.0001,False,4,7.047020673751831,1149.4291120019795,train
100,2,0.0001,False,4,6.869234300127216,962.211518432227,eval
100,2,0.0001,False,4,6.789005674164871,888.0301313925522,test
100,2,0.0001,False,5,6.9900658049825894,1085.792924419557,train
100,2,0.0001,False,5,6.816750161788043,913.0130388223821,eval
100,2,0.0001,False,5,6.738630500333063,844.4035332800449,test
100,2,0.0001,False,6,6.947055828773369,1040.0830334179789,train
100,2,0.0001,False,6,6.777856508890788,878.1843249401111,eval
100,2,0.0001,False,6,6.700981526539244,813.2036145072374,test
100,2,0.0001,False,7,6.912590459241706,1004.8468886066903,train
100,2,0.0001,False,7,6.74738811044132,851.8309660075394,eval
100,2,0.0001,False,7,6.67111846496319,789.2778906344663,test
100,2,0.0001,False,8,6.883563429622327,976.0984279350236,train
100,2,0.0001,False,8,6.722361751631195,830.7772859304775,eval
100,2,0.0001,False,8,6.646294848672275,769.9263405683141,test
100,2,0.0001,False,9,6.858206647937581,951.6588768458754,train
100,2,0.0001,False,9,6.701056564555449,813.2646379827524,eval
100,2,0.0001,False,9,6.624926082019148,753.6485023200291,test
100,2,0.0001,False,10,6.835533752279766,930.3247812011905,train
100,2,0.0001,False,10,6.682500876632392,798.3131001950304,eval
100,2,0.0001,False,10,6.606133904950372,739.6180504817669,test
100,2,0.0001,False,11,6.8149051868309405,911.3301055924609,train
100,2,0.0001,False,11,6.666064468084597,785.2989458954768,eval
100,2,0.0001,False,11,6.5893338219872835,727.2961997414518,test
100,2,0.0001,False,12,6.795869103932785,894.1460278357359,train
100,2,0.0001,False,12,6.651293474085191,773.7845487756373,eval
100,2,0.0001,False,12,6.574128249595905,716.3208990561238,test
100,2,0.0001,False,13,6.778155569302833,878.4469943812372,train
100,2,0.0001,False,13,6.6379413885228775,763.5215797652717,eval
100,2,0.0001,False,13,6.560326444691625,706.5022908773298,test
100,2,0.0001,False,14,6.76159342264725,864.0178451048043,train
100,2,0.0001,False,14,6.625774935180066,754.2885108316383,eval
100,2,0.0001,False,14,6.547762484386049,697.6813531288713,test
100,2,0.0001,False,15,6.746044518583912,850.6872213927604,train
100,2,0.0001,False,15,6.614627828785017,745.9270660871014,eval
100,2,0.0001,False,15,6.5362855648172316,689.7198942557937,test
100,2,0.0001,False,16,6.731344307883311,838.273406393399,train
100,2,0.0001,False,16,6.604343956592036,738.2953564966247,eval
100,2,0.0001,False,16,6.525732056847934,682.4792043976939,test
100,2,0.0001,False,17,6.717394994477094,826.6612470463376,train
100,2,0.0001,False,17,6.594804875990924,731.2861812766236,eval
100,2,0.0001,False,17,6.515983433559023,675.8582965349078,test
100,2,0.0001,False,18,6.704111410399615,815.7528346759605,train
100,2,0.0001,False,18,6.585900811588063,724.8036652208832,eval
100,2,0.0001,False,18,6.506935366268816,669.7706673599578,test
100,2,0.0001,False,19,6.691411947799941,805.4587153028646,train
100,2,0.0001,False,19,6.577574094136556,718.7934871459825,eval
100,2,0.0001,False,19,6.49852179658824,664.1591447507676,test
100,2,0.0001,False,20,6.679249864513591,795.721988781141,train
100,2,0.0001,False,20,6.569802770427629,713.2291593777193,eval
100,2,0.0001,False,20,6.490705810744187,658.9883201467725,test
100,2,0.0001,False,21,6.6675745834738525,786.4857337866345,train
100,2,0.0001,False,21,6.5625312281589885,708.0616938892033,eval
100,2,0.0001,False,21,6.483414041584935,654.2006061039232,test
100,2,0.0001,False,22,6.656299178883181,777.667596390944,train
100,2,0.0001,False,22,6.555655787972843,703.2101554077692,eval
100,2,0.0001,False,22,6.476550875038936,649.7260906258064,test
100,2,0.0001,False,23,6.645375494229591,769.2188306426032,train
100,2,0.0001,False,23,6.549170344483619,698.66428261801,eval
100,2,0.0001,False,23,6.470045550116177,645.5131294934548,test
100,2,0.0001,False,24,6.634886329456911,761.192535735976,train
100,2,0.0001,False,24,6.543148573707132,694.4697284553437,eval
100,2,0.0001,False,24,6.464015122117667,641.6321228708546,test
100,2,0.0001,False,25,6.624747187404309,753.5136907203766,train
100,2,0.0001,False,25,6.5375034014383955,690.5603720798225,eval
100,2,0.0001,False,25,6.458351636755055,638.0085195326316,test
100,2,0.0001,False,26,6.614915609359741,746.1417602978121,train
100,2,0.0001,False,26,6.532199738072414,686.9075675177211,eval
100,2,0.0001,False,26,6.453019906734598,634.615882704512,test
100,2,0.0001,False,27,6.605367325120053,739.0512914628981,train
100,2,0.0001,False,27,6.527204775342755,683.4850446222945,eval
100,2,0.0001,False,27,6.44799019550455,631.4319618858866,test
100,2,0.0001,False,28,6.596076092477572,732.2163954532509,train
100,2,0.0001,False,28,6.52249355877147,680.2725718232716,eval
100,2,0.0001,False,28,6.44323650721846,628.4374542821091,test
100,2,0.0001,False,29,6.5870220499523615,725.6167986699345,train
100,2,0.0001,False,29,6.518045359966802,677.2533043118927,eval
100,2,0.0001,False,29,6.438735583732868,625.6152613864513,test
100,2,0.0001,False,30,6.578186831231845,719.2340535413116,train
100,2,0.0001,False,30,6.51383628097235,674.4086824734947,eval
100,2,0.0001,False,30,6.434466625082082,622.9502282098064,test
100,2,0.0001,False,31,6.569555432109509,713.0527722915464,train
100,2,0.0001,False,31,6.509840226640888,671.7190862021919,eval
100,2,0.0001,False,31,6.430412818645609,620.4300202340305,test
100,2,0.0001,False,32,6.561124260142698,707.0661742287258,train
100,2,0.0001,False,32,6.506050876542633,669.178523996744,eval
100,2,0.0001,False,32,6.426562111953209,618.0455201545917,test
100,2,0.0001,False,33,6.55288014573566,701.2610019265551,train
100,2,0.0001,False,33,6.502453944262336,666.7758578666378,eval
100,2,0.0001,False,33,6.422898292541504,615.7852561085766,test
100,2,0.0001,False,34,6.544806456161758,695.6220325618659,train
100,2,0.0001,False,34,6.499032450657265,664.4983869308426,eval
100,2,0.0001,False,34,6.419408716004471,613.6401712227032,test
100,2,0.0001,False,35,6.536889864226519,690.1368175410263,train
100,2,0.0001,False,35,6.49577267964681,662.3358010350253,eval
100,2,0.0001,False,35,6.416085514528998,611.6043059691118,test
100,2,0.0001,False,36,6.529120683670044,684.7957945482651,train
100,2,0.0001,False,36,6.492662205415614,660.278823340011,eval
100,2,0.0001,False,36,6.412919200699905,609.6708373966678,test
100,2,0.0001,False,37,6.521492339796939,679.5918108687704,train
100,2,0.0001,False,37,6.4896884619020945,658.3182400527171,eval
100,2,0.0001,False,37,6.409896949241901,607.831040384437,test
100,2,0.0001,False,38,6.513997643680896,674.5175156657388,train
100,2,0.0001,False,38,6.4868419030133415,656.4469630285538,eval
100,2,0.0001,False,38,6.407007242071217,606.0771220441707,test
100,2,0.0001,False,39,6.50662973775702,669.5659976256945,train
100,2,0.0001,False,39,6.484117386387844,654.6608965527582,eval
100,2,0.0001,False,39,6.404244151608697,604.404787598354,test
300,2,0.001,False,0,6.730877443895501,837.8821380696671,train
300,2,0.001,False,0,6.5483778972251745,698.1108473357745,eval
300,2,0.001,False,0,6.467170904422629,643.6601725290122,test
300,2,0.001,False,1,6.426505371675653,618.010453075103,train
300,2,0.001,False,1,6.467248841827991,643.7103396877179,eval
300,2,0.001,False,1,6.385794434054144,593.3559275622848,test
300,2,0.001,False,2,6.187235432156061,486.49928510337105,train
300,2,0.001,False,2,6.444412988774917,629.1772344399866,eval
300,2,0.001,False,2,6.362713238288617,579.8174069015474,test
300,2,0.001,False,3,5.978041854955382,394.6667961882134,train
300,2,0.001,False,3,6.449701496199066,632.5134569585015,eval
300,2,0.001,False,3,6.368210060843106,583.01333598172,test
300,2,0.001,False,4,5.792929059368069,327.9722690950543,train
300,2,0.001,False,4,6.472319144828647,646.9824344005028,eval
300,2,0.001,False,4,6.391101475419669,596.5132626578726,test
300,2,0.001,False,5,5.62860846115371,278.27461814418876,train
300,2,0.001,False,5,6.5059417275821465,669.1054878424525,eval
300,2,0.001,False,5,6.424853382439449,616.9903492909914,test
300,2,0.001,False,6,5.482865386090036,240.53494635761592,train
300,2,0.001,False,6,6.546744178323185,696.9712615836563,eval
300,2,0.001,False,6,6.465551211916167,642.6184848054897,test
300,2,0.001,False,7,5.353660619865029,211.38066759908978,train
300,2,0.001,False,7,6.592224205241484,729.401405458074,eval
300,2,0.001,False,7,6.510799572385591,672.363806254448,test
300,2,0.001,False,8,5.238958948749607,188.473789363344,train
300,2,0.001,False,8,6.640742189743939,765.6630494537502,eval
300,2,0.001,False,8,6.558757551785173,705.3947334914243,test
300,2,0.001,False,9,5.13677523095729,170.1661360913461,train
300,2,0.001,False,9,6.691046565186744,805.1644684522597,eval
300,2,0.001,False,9,6.6083081919571445,741.2279419477187,test
300,2,0.001,False,10,5.045195442135051,155.2746434408251,train
300,2,0.001,False,10,6.742114936604219,847.3509356145922,eval
300,2,0.001,False,10,6.658624196874684,779.4777910961423,test
300,2,0.001,False,11,4.962504944558871,142.95143319394361,train
300,2,0.001,False,11,6.793218070385503,891.7787559647754,eval
300,2,0.001,False,11,6.709069071144893,819.8071020193655,test
300,2,0.001,False,12,4.8872859033487615,132.5932144477869,train
300,2,0.001,False,12,6.844046433766683,938.2781439359912,eval
300,2,0.001,False,12,6.759316839020828,862.0530735576594,test
300,2,0.001,False,13,4.81839814832655,123.76667604961922,train
300,2,0.001,False,13,6.894500171436983,986.8323545266591,eval
300,2,0.001,False,13,6.809189303167935,906.1359075878289,test
300,2,0.001,False,14,4.7549009080660545,116.1521428536518,train
300,2,0.001,False,14,6.9443305894440295,1037.252417034975,eval
300,2,0.001,False,14,6.858494133784853,951.9325046345731,test
300,2,0.001,False,15,4.696085497484368,109.51762524928378,train
300,2,0.001,False,15,6.993337462930119,1089.3510848382082,eval
300,2,0.001,False,15,6.907107797162286,999.3527277512692,test
300,2,0.001,False,16,4.641411171121113,103.69056952416956,train
300,2,0.001,False,16,7.041383116853003,1142.9673713112413,eval
300,2,0.001,False,16,6.9549129831379854,1048.287315310721,test
300,2,0.001,False,17,4.590446055945703,98.53837398811257,train
300,2,0.001,False,17,7.088457051445456,1198.0578321743817,eval
300,2,0.001,False,17,7.001856121523627,1098.670533059865,test
300,2,0.001,False,18,4.542817717891628,93.95516664348168,train
300,2,0.001,False,18,7.134483776840509,1254.489225188465,eval
300,2,0.001,False,18,7.047784698420558,1150.3076397642076,test
300,2,0.001,False,19,4.498222585451805,89.85727564872677,train
300,2,0.001,False,19,7.179486284068987,1312.2339695686885,eval
300,2,0.001,False,19,7.092643277398471,1203.0836853034227,test
300,2,0.001,False,20,4.456374677561097,86.17453165377785,train
300,2,0.001,False,20,7.223526234720268,1371.316127562574,eval
300,2,0.001,False,20,7.136435919794543,1256.9405593892484,test
300,2,0.001,False,21,4.416991557105113,82.84667059321549,train
300,2,0.001,False,21,7.266690291610419,1431.8037493855943,eval
300,2,0.001,False,21,7.179240695361433,1311.9117392937726,test
300,2,0.001,False,22,4.379842822834597,79.82548567543667,train
300,2,0.001,False,22,7.308911594690061,1493.5507156911967,eval
300,2,0.001,False,22,7.221032298844436,1367.9004141304715,test
300,2,0.001,False,23,4.344766354156753,77.07402734927557,train
300,2,0.001,False,23,7.350103509192373,1556.357616819876,eval
300,2,0.001,False,23,7.261746332563203,1424.7424400801294,test
300,2,0.001,False,24,4.311577312016891,74.55799746753775,train
300,2,0.001,False,24,7.3902471392762425,1620.1064553983065,eval
300,2,0.001,False,24,7.301420228234653,1482.4037849626484,test
300,2,0.001,False,25,4.2801743604369085,72.25303698018243,train
300,2,0.001,False,25,7.429455635594387,1684.8901294635666,eval
300,2,0.001,False,25,7.340107317628531,1540.8774681090592,test
300,2,0.001,False,26,4.250381526300463,70.13216450830502,train
300,2,0.001,False,26,7.467746678520651,1750.6574437694346,eval
300,2,0.001,False,26,7.377817466341216,1600.0936957246447,test
300,2,0.001,False,27,4.222077757625256,68.17498833482246,train
300,2,0.001,False,27,7.505169728223016,1817.4137049955934,eval
300,2,0.001,False,27,7.41457643180058,1660.0058937574472,test
300,2,0.001,False,28,4.195145501928814,66.3633868756386,train
300,2,0.001,False,28,7.541635064517751,1884.9094555128665,eval
300,2,0.001,False,28,7.450367245180853,1720.4948728201186,test
300,2,0.001,False,29,4.16949906995741,64.68304231142059,train
300,2,0.001,False,29,7.577202189202402,1953.1567508003313,eval
300,2,0.001,False,29,7.485236176129045,1781.544878479906,test
300,2,0.001,False,30,4.1450537544185835,63.12101484400474,train
300,2,0.001,False,30,7.6119044528288,2022.1254755612742,eval
300,2,0.001,False,30,7.519254191168423,1843.1921123500174,test
300,2,0.001,False,31,4.1217515387777555,61.66716014797283,train
300,2,0.001,False,31,7.645867160722321,2091.981874022991,eval
300,2,0.001,False,31,7.55251460239805,1905.5283580223322,test
300,2,0.001,False,32,4.0994947704218205,60.309809599153326,train
300,2,0.001,False,32,7.678944765352735,2162.3367948161476,eval
300,2,0.001,False,32,7.584914265007808,1968.277876410421,test
300,2,0.001,False,33,4.078204312566983,59.03935837298872,train
300,2,0.001,False,33,7.711005996255314,2232.787304409426,eval
300,2,0.001,False,33,7.616337102034996,2031.10874357438,test
300,2,0.001,False,34,4.057781564987312,57.8458413909404,train
300,2,0.001,False,34,7.742141835829791,2303.4006094681677,eval
300,2,0.001,False,34,7.6468263494557345,2093.989442131495,test
300,2,0.001,False,35,4.038179981506477,56.72301187127277,train
300,2,0.001,False,35,7.772651803259756,2374.7603432211304,eval
300,2,0.001,False,35,7.676636136811355,2157.3505203180093,test
300,2,0.001,False,36,4.0193598755335405,55.66546159573635,train
300,2,0.001,False,36,7.8024154270396515,2446.5041989571764,eval
300,2,0.001,False,36,7.7056823105647645,2220.932230928754,test
300,2,0.001,False,37,4.001290838597185,54.66867293959423,train
300,2,0.001,False,37,7.8315290656744265,2518.7778071016924,eval
300,2,0.001,False,37,7.734063000514589,2284.86678195419,test
300,2,0.001,False,38,3.9839327941506597,53.72792012025246,train
300,2,0.001,False,38,7.86005994385364,2591.675725786766,eval
300,2,0.001,False,38,7.761812580042872,2349.1587869234922,test
300,2,0.001,False,39,3.967257752256878,52.839433167369826,train
300,2,0.001,False,39,7.888084738862281,2665.3342179845326,eval
300,2,0.001,False,39,7.789015531539917,2413.939964282761,test
300,2,0.0001,False,0,7.491980241516889,1793.600339347347,train
300,2,0.0001,False,0,7.241010310603123,1395.5031505216805,eval
300,2,0.0001,False,0,7.144611498405194,1267.2588974603132,test
300,2,0.0001,False,1,7.132986880965152,1252.612790205871,train
300,2,0.0001,False,1,6.937702225703819,1030.399866412492,eval
300,2,0.0001,False,1,6.8438321804178175,938.0771362355414,test
300,2,0.0001,False,2,6.954000024472252,1047.3307090594571,train
300,2,0.0001,False,2,6.788662499072505,887.7254338554806,eval
300,2,0.0001,False,2,6.697062459485284,810.0228518955731,test
300,2,0.0001,False,3,6.842848903041775,937.1551995445232,train
300,2,0.0001,False,3,6.70150359471639,813.628273076629,eval
300,2,0.0001,False,3,6.6117011514203305,743.7471697097504,test
300,2,0.0001,False,4,6.7650159698421675,866.9800532138876,train
300,2,0.0001,False,4,6.645024056528129,768.9485456417924,eval
300,2,0.0001,False,4,6.556537784379104,703.830657837917,test
300,2,0.0001,False,5,6.705218957642377,816.6568199895953,train
300,2,0.0001,False,5,6.60519095028148,738.920952905228,eval
300,2,0.0001,False,5,6.517792561958576,677.0821176642315,test
300,2,0.0001,False,6,6.655945842548952,777.392866712034,train
300,2,0.0001,False,6,6.575101721520517,717.0185568604163,eval
300,2,0.0001,False,6,6.488674048719735,657.650771953277,test
300,2,0.0001,False,7,6.613286260831154,744.9270252007121,train
300,2,0.0001,False,7,6.551227045994179,700.1027051993466,eval
300,2,0.0001,False,7,6.465619046112587,642.662077792542,test
300,2,0.0001,False,8,6.575060896954294,716.9892854863579,train
300,2,0.0001,False,8,6.531618772768507,686.5086139543123,eval
300,2,0.0001,False,8,6.446647701592281,630.5848370782214,test
300,2,0.0001,False,9,6.539977574752549,692.2710535127435,train
300,2,0.0001,False,9,6.515104938955868,675.2648193903068,eval
300,2,0.0001,False,9,6.4306223474699875,620.560031826892,test
300,2,0.0001,False,10,6.507223642478555,669.9637741420469,train
300,2,0.0001,False,10,6.500917378593893,665.7520997121375,eval
300,2,0.0001,False,10,6.416821200272133,612.054420088422,test
300,2,0.0001,False,11,6.476277137206773,649.5482603548054,train
300,2,0.0001,False,11,6.488552233752082,657.5706651249686,eval
300,2,0.0001,False,11,6.40476917398387,604.7221969517198,test
300,2,0.0001,False,12,6.446783502223128,630.6704767117259,train
300,2,0.0001,False,12,6.47767411961275,650.4563019577512,eval
300,2,0.0001,False,12,6.394149533633528,598.3342436259488,test
300,2,0.0001,False,13,6.418488898519742,613.0759937737993,train
300,2,0.0001,False,13,6.468052957572189,644.2281654745955,eval
300,2,0.0001,False,13,6.384750399096259,592.7367665005785,test
300,2,0.0001,False,14,6.3911971480159435,596.5703353605265,train
300,2,0.0001,False,14,6.459490822810753,638.7357440848879,eval
300,2,0.0001,False,14,6.376398900459552,587.8071397412107,test
300,2,0.0001,False,15,6.364776296130682,581.0148385104472,train
300,2,0.0001,False,15,6.451841045828426,633.8681996437102,eval
300,2,0.0001,False,15,6.368956524750282,583.4486968648101,test
300,2,0.0001,False,16,6.339127637572208,566.3020751832238,train
300,2,0.0001,False,16,6.445007296169505,629.551270258038,eval
300,2,0.0001,False,16,6.362328373152634,579.5942983325039,test
300,2,0.0001,False,17,6.314172708382041,552.3449212003159,train
300,2,0.0001,False,17,6.438900676428103,625.7185544223622,eval
300,2,0.0001,False,17,6.356417096894363,576.1782628293836,test
300,2,0.0001,False,18,6.289842589426849,539.0684673293393,train
300,2,0.0001,False,18,6.433448885001388,622.3165493091846,eval
300,2,0.0001,False,18,6.351141107493434,573.1463576045876,test
300,2,0.0001,False,19,6.26607663752669,526.4080316174739,train
300,2,0.0001,False,19,6.42858689439063,619.2981956390172,eval
300,2,0.0001,False,19,6.346436500549316,570.4562621532042,test
300,2,0.0001,False,20,6.242825306068032,514.3095420441051,train
300,2,0.0001,False,20,6.424261644774792,616.6253608619369,eval
300,2,0.0001,False,20,6.342254523573251,568.075608587816,test
300,2,0.0001,False,21,6.22005143408048,502.72908876368535,train
300,2,0.0001,False,21,6.42042501299989,614.2641288944338,eval
300,2,0.0001,False,21,6.338551924146455,565.976141306766,test
300,2,0.0001,False,22,6.197719767942267,491.62673897425367,train
300,2,0.0001,False,22,6.4170335227367925,612.1843867883379,eval
300,2,0.0001,False,22,6.33528443862652,564.1298404836826,test
300,2,0.0001,False,23,6.1757985252445025,480.9669348582769,train
300,2,0.0001,False,23,6.414049372953527,610.3602599706854,eval
300,2,0.0001,False,23,6.332417644303421,562.5149121991376,test
300,2,0.0001,False,24,6.154259984776125,470.7183747775417,train
300,2,0.0001,False,24,6.411440017176609,608.7696889856057,eval
300,2,0.0001,False,24,6.329921541542842,561.112568099532,test
300,2,0.0001,False,25,6.13308091891014,460.85382897452087,train
300,2,0.0001,False,25,6.40917688257554,607.3935190546439,eval
300,2,0.0001,False,25,6.327768802642822,559.9059384921296,test
300,2,0.0001,False,26,6.112241656093274,451.34935201943597,train
300,2,0.0001,False,26,6.407234930524639,606.2151345180705,eval
300,2,0.0001,False,26,6.325933661954156,558.8793745553022,test
300,2,0.0001,False,27,6.091723401667708,442.1828134546517,train
300,2,0.0001,False,27,6.405590796003155,605.2192541929107,eval
300,2,0.0001,False,27,6.324393979434309,558.0195398576852,test
300,2,0.0001,False,28,6.071508791487096,433.33399923959524,train
300,2,0.0001,False,28,6.4042250876333195,604.3932653501953,eval
300,2,0.0001,False,28,6.3231305500556685,557.3149667600719,test
300,2,0.0001,False,29,6.051582631418261,424.7847760739808,train
300,2,0.0001,False,29,6.403121069365857,603.7263723432853,eval
300,2,0.0001,False,29,6.322127523093388,556.7562450752289,test
